Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781255234,300,,Aggregated,9.800000,0.000000,12000,16000,19000,19000,24000,26000,28000,29000,29000,29000,29000,162,0,12000.0,12303.719666098845,2792.5085930000932,28960.664907997852,507.5246913580247
1781255235,300,,Aggregated,8.300000,0.000000,12000,16000,19000,19000,24000,27000,29000,29000,30000,30000,30000,170,0,11000.0,12261.542002688293,2792.5085930000932,30298.39400799756,503.16470588235296
1781255236,300,,Aggregated,8.200000,0.000000,12000,16000,19000,19000,26000,28000,31000,31000,31000,31000,31000,176,0,12000.0,12592.983978096674,2792.5085930000932,31322.00000100056,501.0681818181818
1781255237,300,,Aggregated,7.800000,0.000000,12000,16000,19000,20000,26000,29000,31000,32000,32000,32000,32000,185,0,12000.0,12817.624173875754,2792.5085930000932,32110.84132799806,491.92432432432435
1781255238,300,,Aggregated,7.300000,0.000000,11000,16000,19000,20000,26000,31000,32000,32000,32000,32000,32000,192,0,11000.0,12831.314810703194,2792.5085930000932,32183.68948600255,486.5208333333333
1781255239,300,,Aggregated,7.300000,0.000000,11000,16000,19000,20000,26000,31000,32000,32000,32000,32000,32000,192,0,11000.0,12831.314810703194,2792.5085930000932,32183.68948600255,486.5208333333333
1781255240,300,,Aggregated,7.900000,0.000000,11000,16000,19000,20000,27000,31000,32000,34000,35000,35000,35000,199,0,11000.0,13043.557254316636,2792.5085930000932,34776.15823900123,490.8643216080402
1781255241,300,,Aggregated,7.400000,0.000000,12000,17000,19000,21000,29000,32000,36000,36000,36000,36000,36000,218,0,12000.0,13623.968432990881,2792.5085930000932,35796.0420849995,497.8761467889908
1781255242,300,,Aggregated,6.700000,0.000000,12000,18000,19000,21000,29000,32000,36000,36000,37000,37000,37000,222,0,12000.0,13693.182592184752,2792.5085930000932,36753.78525199994,496.6216216216216
1781255243,300,,Aggregated,6.300000,0.000000,12000,17000,19000,21000,29000,34000,36000,37000,37000,37000,37000,234,0,11000.0,13699.648890812034,2792.5085930000932,37387.545141999,488.35470085470087
1781255244,300,,Aggregated,7.500000,0.000000,12000,19000,20000,21000,31000,36000,37000,39000,39000,39000,39000,252,0,12000.0,14074.263486206397,2792.5085930000932,38776.192965997325,495.73015873015873
1781255245,300,,Aggregated,7.100000,0.000000,13000,19000,20000,22000,31000,36000,39000,39000,40000,40000,40000,257,0,13000.0,14302.0046088794,2792.5085930000932,39502.98876299712,492.0933852140078
1781255247,300,,Aggregated,7.200000,0.000000,13000,19000,20000,22000,31000,36000,39000,40000,40000,40000,40000,261,0,13000.0,14443.50421966286,2792.5085930000932,39994.49859000015,486.5593869731801
1781255248,300,,Aggregated,8.600000,0.000000,13000,19000,20000,23000,32000,37000,40000,41000,42000,42000,42000,272,0,12000.0,14607.618413121361,2792.5085930000932,41779.972988002555,480.6470588235294
1781255249,300,,Aggregated,8.400000,0.000000,12000,19000,20000,24000,32000,39000,41000,42000,42000,42000,42000,279,0,12000.0,14747.26123707531,2792.5085930000932,41873.87010900056,483.89247311827955
1781255250,300,,Aggregated,8.400000,0.000000,13000,19000,21000,25000,34000,39000,42000,43000,43000,43000,43000,291,0,13000.0,15142.103685185608,2792.5085930000932,42744.51236599998,486.5670103092784
1781255251,300,,Aggregated,8.400000,0.000000,13000,19000,21000,26000,35000,39000,42000,43000,44000,44000,44000,298,0,13000.0,15337.793972013444,2792.5085930000932,43631.850634999864,480.69463087248323
1781255252,300,,Aggregated,8.500000,0.000000,13000,19000,22000,26000,36000,40000,43000,44000,46000,46000,46000,307,0,13000.0,15477.19757836809,2792.5085930000932,45584.02227700208,477.94462540716614
1781255253,300,,Aggregated,9.900000,0.000000,13000,19000,22000,26000,36000,40000,43000,45000,46000,46000,46000,312,0,13000.0,15560.450548676305,2792.5085930000932,45893.09195399983,480.38461538461536
1781255254,300,,Aggregated,8.900000,0.000000,13000,19000,24000,27000,36000,42000,45000,46000,47000,47000,47000,325,0,13000.0,15934.078142006203,2792.5085930000932,46659.1448040017,481.7353846153846
1781255255,300,,Aggregated,8.800000,0.000000,13000,19000,24000,27000,37000,43000,47000,48000,49000,49000,49000,337,0,13000.0,16306.385162151388,2792.5085930000932,48521.15339699958,478.1780415430267
1781255256,300,,Aggregated,8.800000,0.000000,13000,19000,24000,27000,37000,43000,47000,48000,49000,49000,49000,338,0,13000.0,16282.95660449413,2792.5085930000932,48521.15339699958,479.46449704142015
